20070806,256.9120,262.4264,250.3118,250.5608,9116460
20070813,249.0864,258.9046,239.3329,258.8000,10578400
20070820,256.5384,257.1611,247.0739,250.2918,6066560
20070827,256.6630,257.7589,251.9506,256.2545,5531580
20070904,258.7053,263.9258,256.3492,256.5484,7174775
20070910,263.3878,264.1449,254.4861,259.6667,5448800
20070917,279.0042,279.3479,261.0565,262.2819,10228800
20070924,282.5758,284.8274,278.9544,279.4525,6451800
20071001,295.9158,297.2907,283.7415,283.9208,9520940
20071008,317.5049,319.5074,295.8660,296.3891,15178220
20071015,321.1512,328.0155,304.8523,318.0429,18901580
20071022,336.0404,338.2173,316.9520,318.1425,12049580
20071029,354.2970,355.5274,334.7901,337.6195,11728660
20071105,330.7453,372.2248,329.3705,352.1750,21477600
20071112,315.6319,336.4838,306.8598,327.6419,17175180
20071119,337.0865,337.8736,308.0952,313.6195,12607050
20071126,345.2061,354.2024,323.9159,338.8300,15142300
20071203,356.1003,357.6594,337.2957,344.2148,8643220
20071210,343.6918,361.0467,339.3331,356.6582,9984660
20071217,347.0442,348.3244,325.0317,342.7154,10791400
20071224,349.9533,356.6631,345.2360,346.1974,4849800
20071231,327.2733,349.9333,326.2770,347.9807,7676275
20080107,317.9333,329.9034,310.0927,325.7490,11961920
20080114,299.0043,327.4726,297.8884,324.3542,14988720
20080122,282.1425,297.6344,258.5310,279.9656,21497250
20080128,256.9868,285.4301,254.0478,284.4189,21083080
20080204,257.3803,257.8983,243.3479,253.5845,18771840
20080211,263.8311,269.5098,255.5571,259.2881,12378060
20080219,252.9519,266.5310,247.8460,266.4712,12148475
20080225,234.7103,252.3043,222.5907,252.0303,23204280
20080303,215.8659,235.4774,212.3242,234.8746,17727980
20080310,218.1423,223.8310,205.7488,213.6143,15163500
20080317,215.9655,222.9145,205.2855,213.1959,15667275
20080324,218.2220,232.0203,216.3441,218.3964,11253600
20080331,234.6654,238.0228,215.1984,217.0066,11729300
20080407,227.8709,241.8136,226.6554,237.6243,10350800
20080414,268.6978,272.8274,219.6766,227.7264,19127120
20080421,271.0142,279.3679,264.1549,268.6879,11482440
20080428,289.5597,300.1002,268.4936,271.9208,11988340
20080505,285.5298,298.6257,284.5833,298.3119,10893020
20080512,288.9519,294.4912,283.3928,286.3019,9242400
20080519,271.2931,293.3405,267.9008,288.1948,9994860
20080527,291.8062,293.8586,270.9096,271.4625,8022925
20080602,282.4413,292.9221,279.2583,290.1624,8027440
20080609,284.6879,286.7751,271.2134,282.9694,9810360
20080616,272.1947,288.4688,271.2383,282.1923,8854180
20080623,263.0490,277.8585,256.5833,271.6617,9450260
20080630,267.4973,269.1810,257.5347,265.2408,7703025
20080707,265.9033,276.8025,258.7451,270.1375,9095760
20080714,239.7613,269.0216,238.2022,268.4936,14179941
20080721,245.0714,247.6866,231.9307,239.5421,8917780
20080728,233.0564,245.1262,230.3865,245.1262,6153500
20080804,246.5807,246.9494,230.0876,233.1860,6407980
20080811,254.1225,254.3765,244.9718,245.3155,6859440
20080818,244.3790,254.0478,238.7401,253.9681,6493660
20080825,230.7800,247.5720,230.3018,242.1474,6659760
20080902,221.2955,240.1897,219.2183,237.4948,9941475
20080908,218.0128,225.6243,202.4312,225.1660,14041820
20080915,223.7364,230.1723,204.4836,211.2083,16573941
20080922,214.7152,226.2171,209.7289,226.2171,9702660
20080929,192.7326,211.7463,189.6442,208.9717,13675659
20081006,165.3801,187.2930,154.5706,186.2917,21188700
20081013,185.5744,196.5134,154.1422,177.2307,21640940
20081020,169.0115,191.1734,161.7637,189.1660,13222620
20081027,179.0090,185.3054,162.1921,166.7799,15849080
20081103,164.9517,185.4848,162.0576,178.1224,13452920
20081110,154.4312,164.1049,139.4772,163.3876,20488260
20081117,130.7250,154.5009,123.1883,150.9343,17564820
20081124,145.9330,147.6715,124.0401,134.1273,14929700
20081201,141.4648,143.1534,130.7997,142.8047,11588560
20081208,157.2904,158.4062,140.4735,144.4536,12917100
20081215,154.5059,164.1348,151.9853,156.4187,12030160
20081222,149.6192,154.1721,144.7724,153.7039,5809550
20081229,160.0601,160.3091,145.2456,149.5495,7047575
20090105,156.9467,169.7637,156.1148,159.9007,9535460
20090112,149.2755,159.7014,142.8595,157.5644,9781880
20090120,161.7437,165.3602,140.8471,149.0115,14540425
20090126,168.6329,175.5072,159.6815,161.8185,11717720
20090202,184.9468,186.2070,165.3801,166.5208,13202541
20090209,178.1722,189.7886,175.0837,184.9468,10844240
20090217,172.5781,179.2282,166.8745,172.6080,11498200
20090223,168.3639,175.5869,164.1597,172.8521,11555720
20090302,153.7089,169.7139,146.5756,166.0426,13609020
20090309,161.6043,163.1186,144.1846,149.4299,11264200
20090316,164.4635,169.3652,158.7001,162.3863,9443400
20090323,173.2008,178.9094,165.8932,166.1572,8734060
20090330,184.1996,185.1660,167.3976,170.6354,7358740
20090406,185.5545,186.4760,176.9916,182.8148,6578550
20090413,195.3876,199.1635,181.4001,184.9717,12978480
20090420,194.0178,195.8559,187.2432,192.3540,7074540
20090427,196.1099,201.1212,190.0576,191.4524,6274360
20090504,202.9045,204.2992,195.5172,198.3416,6063180
20090511,194.2718,205.2307,191.6267,200.6479,6078040
20090518,196.0153,202.0776,191.9804,196.6280,5183900
20090526,207.8360,207.8360,194.2718,195.2432,5749250
20090601,221.3304,222.8348,208.4836,208.5832,6744160
20090608,211.6268,219.6367,209.8185,218.9294,6221580
20090615,209.2606,209.9630,205.0116,209.9630,7074700
20090622,211.8659,213.3154,200.1946,207.6965,6336780
20090629,203.4823,213.1012,202.6454,212.2046,4813700
20090706,206.4263,207.9057,197.2507,202.4910,6088780
20090713,214.3217,222.0427,206.8148,207.3080,9686920
20090720,222.5259,224.4039,210.9593,214.1374,6349040
20090727,220.6978,225.5047,215.1386,222.1872,5252680
20090803,227.6965,228.8522,222.9842,223.5322,4808280
20090810,229.1411,231.4923,225.3454,226.7202,3800560
20090817,231.7513,232.1748,218.4612,224.9070,5936360
20090824,231.5072,236.2893,229.5048,232.8024,4236780
20090831,229.7887,232.5384,225.4500,229.0365,3815340
20090908,235.1885,235.7663,227.0689,231.2781,4662125
20090914,244.8124,247.7563,234.1474,234.3765,5912240
20090921,245.3205,252.5534,242.2022,242.9593,4994140
20090928,241.3852,249.8136,240.3989,246.4961,5016300
20091005,257.1611,260.6480,240.7675,242.9145,6742260
20091012,273.8984,276.3392,258.6904,260.7327,9860840
20091019,275.8112,278.6306,269.3405,275.3130,6287920
20091026,267.0590,279.7714,266.1225,276.8373,5920340
20091102,274.5210,274.8598,263.1337,267.5372,4653040
20091109,284.9569,285.6792,276.0802,276.6879,4317400
20091116,283.9158,288.3094,283.6369,286.4264,3950540
20091123,288.7975,292.4339,284.4189,287.1686,3512300
20091130,291.4127,296.3044,287.4775,289.2309,3874740
20091207,294.1524,296.2645,289.4152,291.0142,3344160
20091214,297.0964,299.0640,294.3915,296.5634,5289080
20091221,308.0852,308.6033,296.7228,297.6892,3705450
20091228,308.8324,311.8262,307.8511,309.6693,2914850
20100104,299.8860,313.5796,293.4550,312.3044,8061300
20100111,288.9171,301.1014,285.8784,301.1014,11337200
20100119,273.9781,294.1076,266.4313,289.5148,10376425
20100125,263.9805,273.9133,261.8236,272.2744,8073800
20100201,264.6530,270.0378,260.2545,266.3018,6375620
20100208,265.5646,269.9880,262.8597,265.2558,5170460
20100216,269.3703,271.4874,266.1524,267.4326,5306775
20100222,262.4164,272.7278,259.0291,272.6530,5099820
20100301,281.0515,282.7751,262.8846,263.6119,6737100
20100308,288.6879,293.0416,277.2109,281.3355,7309040
20100315,278.9544,284.6580,276.9619,282.2820,7218200
20100322,280.2944,284.9320,268.8423,277.0167,9113320
20100329,283.3380,285.6543,279.0939,280.4488,5127000
20100405,282.0528,286.3666,278.9793,284.3841,4234420
20100412,274.0478,297.8038,273.7888,282.6157,11508800
20100419,271.4774,279.0789,270.1225,273.3504,5875020
20100426,261.8684,271.4774,259.5422,271.4675,6871140
20100503,245.6492,265.4650,229.1411,262.2670,9075940
20100510,252.8174,260.4338,247.1984,256.0254,7525680
20100517,235.1436,254.5310,231.3329,252.4438,9503020
20100524,241.9083,245.8037,231.1386,239.4674,6641700
20100601,248.4288,253.6742,239.1636,239.3180,6413150
20100607,243.3379,249.5197,235.1187,248.5982,5382520
20100614,249.0814,251.9905,240.1897,246.3167,5395840
20100621,235.4574,249.5496,234.4014,249.0166,4565380
20100628,217.4599,237.8834,216.0054,235.4126,5748280
20100706,232.8721,235.7464,216.0054,221.1710,6368800
20100712,228.9469,246.4263,228.9020,235.3030,9279260
20100719,244.1150,244.3790,227.9057,229.6442,6542960
20100726,241.5197,247.8211,238.6754,243.6318,4722320
20100802,249.1760,253.3504,242.4712,243.5820,5305120
20100809,242.2669,252.0552,240.3541,250.1872,4138760
20100816,230.1474,246.4263,229.6492,240.9369,5510340
20100823,228.5583,233.2507,222.9892,229.8883,4990700
20100830,234.2719,235.0589,223.1635,228.7177,4268260
20100907,237.1810,239.3030,230.6455,231.3827,4274175
20100913,244.1598,244.6829,238.3566,239.5521,5810380
20100920,262.6605,262.9295,245.1113,245.3304,6858020
20100927,261.8286,267.4226,258.2570,263.4376,5782860
20101004,267.1736,268.9918,258.4562,261.4948,5406040
20101011,299.6020,299.6967,267.5522,268.2346,12403980
20101018,305.1213,308.6880,299.1537,299.1537,8185600
20101025,305.7041,311.2035,304.3741,306.6456,4968800
20101101,311.3729,313.7839,304.4638,306.7154,5541260
20101108,300.5186,314.2471,299.4825,310.8449,5014660
20101115,294.3119,300.8723,289.5995,300.4140,5667580
20101122,293.8984,297.1861,288.0204,292.6381,4043350
20101129,285.4301,293.7988,275.6219,293.4850,7592400
20101206,294.9993,296.6780,287.2284,289.2010,4202200
20101213,294.2969,300.3741,292.7377,297.4451,4373600
20101220,300.9868,302.3667,293.2309,296.2147,3097050
20101227,295.8760,300.8075,294.9096,300.2446,2337000
20110103,307.0690,308.0603,297.1263,297.1263,4368660
20110110,310.9246,310.9694,303.1437,306.2521,3352740
20110118,304.7726,320.2795,304.5385,311.8611,10746700
20110124,299.3729,310.0827,298.7602,302.6506,6638420
20110131,304.3492,306.0229,296.6630,300.6730,4158160
20110207,311.0840,311.3330,303.4675,303.9408,4119780
20110214,313.8636,314.4115,308.8623,310.5061,4256040
20110222,303.8810,311.2982,299.5522,308.8573,5607650
20110228,299.1886,308.4538,296.4837,303.8611,5053840
20110307,287.2782,300.7178,285.5945,299.1537,5644460
20110314,279.4824,288.0652,274.6107,285.3305,6752340
20110321,288.7876,293.0964,283.4476,284.0453,4689860
20110328,294.7950,296.4837,285.4351,289.9482,3969980
20110404,288.0005,296.2596,281.7838,295.3928,6104140
20110411,264.3591,288.6431,264.0403,287.0242,10243420
20110418,261.5696,264.4488,258.5310,262.2271,6651750
20110425,271.0341,271.0341,260.0303,261.6443,5483420
20110502,266.6505,271.8461,263.8261,271.8311,4169920
20110509,263.7863,271.1985,263.5372,266.5011,3969660
20110516,261.0366,267.2682,256.5534,262.1723,5219900
20110523,259.4774,261.0017,255.7414,257.3354,3760280
20110531,260.5634,265.6045,259.7763,261.5197,4816000
20110606,253.8037,262.4264,253.6941,260.7925,3867160
20110613,241.6044,256.0801,241.4948,254.0478,5959940
20110620,236.5533,246.0478,235.6268,241.5945,6748480
20110627,259.5422,259.6169,235.9157,236.1150,5848880
20110705,265.0017,274.3118,261.6692,261.6692,7653725
20110711,297.6942,299.0043,261.7688,263.1038,11584060
20110718,307.9607,308.5933,294.8947,295.1387,6689400
20110725,300.7178,312.5784,300.3741,305.5348,6686740
20110801,288.4389,306.6008,279.9507,304.4688,8767080
20110808,280.8324,286.2321,269.4949,280.4388,10969200
20110815,244.5434,281.4401,244.5135,275.6817,11990300
20110822,262.4463,267.6318,246.3416,251.0590,7924040
20110829,261.4401,272.1300,259.3927,266.2819,5153060
20110906,261.4450,268.5434,254.2968,254.4463,5581200
20110912,272.3193,272.3990,257.7838,258.0129,5706860
20110919,261.7738,278.2172,256.0403,269.1661,5998060
20110926,256.5583,272.5036,255.6667,262.6406,5435640
20111003,256.5982,259.2782,239.4027,253.9731,7808060
20111010,294.7353,298.6805,260.6231,261.6094,9062080
20111017,294.1425,295.2682,287.6219,290.7701,7030360
20111024,298.9495,300.2247,285.3604,292.2645,6074080
20111031,296.9569,298.7502,287.2981,296.4339,5343200
20111107,303.0391,306.0379,294.6755,295.5522,6802580
20111114,296.3293,307.9955,295.7664,302.8648,6124460
20111121,280.4488,293.1512,279.6169,292.7826,4664725
20111128,309.0217,310.8349,287.1736,288.6032,6329120
20111205,312.5385,314.7702,306.5012,312.6481,5203580
20111212,311.8112,317.0915,305.1014,309.7789,6818880
20111219,315.3878,316.1550,308.3243,312.8324,4137580
20111227,321.7440,322.1724,314.8200,314.8449,3558825
20120103,323.7963,333.8736,323.6818,325.2509,6281525
20120109,311.3281,322.2920,307.3032,322.0429,6745360
20120117,291.9009,319.2982,289.7639,314.8100,10816600
20120123,288.9071,293.2309,281.2209,291.9059,7347380
20120130,297.0516,297.4202,285.6294,287.9457,4969180
20120206,301.8237,306.1027,295.8959,296.3940,4897360
20120213,301.1911,305.7739,297.7490,304.1101,4426800
20120221,303.8112,307.7863,299.0541,300.8075,4234925
20120227,309.4651,311.6817,301.4003,302.1624,4661040
20120305,299.0043,310.0827,295.8112,309.0566,4034260
20120312,311.3530,311.7863,298.5111,298.8797,4953300
20120319,320.0952,323.1886,309.4601,310.3965,4229000
20120326,319.4227,328.0653,318.5759,321.2957,4255920
20120402,314.9794,322.7652,313.1114,319.1886,4153100
20120409,311.1338,325.3505,310.6058,313.0666,8342880
20120416,296.9171,310.7403,296.8025,310.3368,7121900
20120423,306.3418,307.8461,293.9980,295.3430,3885160
20120430,297.3704,306.8897,297.2907,305.3505,4053680
20120507,301.4850,307.2982,296.3891,296.3891,4270200
20120514,299.0790,317.7341,297.2359,299.2683,7262600
20120521,294.6606,306.6954,293.0416,299.1338,5933480
20120529,284.4239,298.4464,283.1138,296.7925,5289000
20120604,289.1412,292.8474,282.1773,284.0453,4029860
20120611,281.2010,291.5671,277.2209,291.0142,5293920
20120618,284.6730,291.0491,278.5808,280.2595,4480220
20120625,288.9519,288.9818,277.5646,282.6057,3639300
20120702,291.8959,298.9096,287.1736,289.8237,3690000
20120709,287.1836,295.1089,279.9955,291.3828,4586340
20120716,304.2695,305.3256,283.1387,287.1089,6355360
20120723,316.2945,316.3144,298.0080,299.1188,5070440
20120730,319.4676,320.6581,310.5410,316.8374,3923220
20120806,319.8013,323.4775,316.8773,318.6108,3047760
20120813,337.3057,337.3605,322.1326,322.5012,5314040
20120820,338.0479,339.0292,329.8486,336.4888,3653680
20120827,341.2658,343.2086,328.3891,330.2571,4583660
20120904,351.7565,354.7951,335.4925,340.9969,4955525
20120910,353.5150,355.1687,339.1687,353.5548,4959860
20120917,365.6245,366.0878,351.1837,352.7329,6399760
20120924,375.8412,381.0168,363.7615,364.1351,8836820
20121001,382.3917,385.7441,373.7342,378.1078,5362580
20121008,370.9845,380.3643,367.7665,379.0791,4733540
20121015,339.6220,378.2921,334.7453,369.5847,12564740
20121022,336.3144,342.3817,333.5996,339.2335,5548880
20121031,342.6756,346.4763,336.2397,338.6606,3955667
20121105,330.2770,342.1476,323.9358,340.9720,4481440
20121112,322.3816,333.6494,316.8125,330.6357,3997040
20121119,332.7378,337.7341,326.5410,326.6257,3759750
20121126,347.8810,348.3045,327.7714,331.9757,5498600
20121203,340.8275,351.6270,339.8910,349.8088,3785320
20121210,349.6693,356.8972,340.6183,341.4153,4840100
20121217,356.4788,363.1887,350.6955,351.4327,5276380
20121224,348.6980,356.2547,348.0006,355.9209,2545750
20121231,367.6071,369.3506,346.7005,348.6930,4828100
20130107,368.6133,371.1090,360.8624,366.3518,3403580
20130114,350.9396,369.7142,349.3555,367.1239,5722600
20130122,375.4278,377.8238,346.4614,351.0143,7683625
20130128,386.3519,386.8500,371.8761,374.4764,4210600
20130204,391.2186,391.8662,377.7192,382.4116,5159000
20130211,394.9646,395.1489,385.4303,387.7466,3890480
20130219,398.3618,402.9745,394.1327,396.5088,5649150
20130225,401.5898,402.6956,390.7354,399.6520,4405860
20130304,414.2075,420.4241,400.9970,401.1464,5884800
20130311,405.6296,418.2822,405.1514,414.2921,4012960
20130318,403.6421,408.0954,399.2386,400.9970,3358880
20130325,395.6122,408.0854,395.1688,404.6881,3691125
20130401,390.0630,405.8936,386.7504,396.0206,4604600
20130408,393.5499,395.0692,382.7653,387.9210,4269180
20130415,398.4415,400.2199,379.2086,391.5075,6166020
20130422,399.2137,407.4727,386.0530,398.8052,4610960
20130429,421.2809,421.8189,400.0007,400.1252,4253160
20130506,438.4715,438.6259,422.5462,422.5462,4282640
20130513,452.8925,458.2723,435.0593,437.8040,5225520
20130520,435.0294,458.5811,433.8787,450.8102,4572240
20130528,433.9833,444.4043,430.5312,440.1004,4196100
20130603,438.2224,438.3569,422.0281,434.8700,4699380
20130610,435.8862,443.8364,431.1340,439.4030,4261860
20130617,438.8202,453.7194,434.9049,437.9734,5855120
20130624,438.5412,440.6932,430.0132,434.3121,4688320
20130701,445.0768,446.0332,436.9970,441.5699,3194400
20130708,459.7766,459.7766,446.8651,447.9261,4340000
20130715,446.6259,462.2673,436.1701,460.4242,6601900
20130722,441.0219,454.7953,439.3532,449.3159,4740080
20130729,451.5923,451.8065,438.7903,440.7978,3883720
20130805,443.5425,453.1565,440.9921,451.0045,2813060
20130812,426.8550,442.5911,426.6707,441.7940,3381860
20130819,433.4802,437.3607,427.1240,427.2535,2709300
20130826,421.8687,435.8165,421.2012,433.3756,2993740
20130903,438.1477,440.2399,425.3806,425.5848,3483725
20130909,442.8750,447.2735,439.5624,440.2150,2631180
20130916,449.8688,451.3034,438.8551,446.4267,4205100
20130923,436.5587,449.1116,434.0282,446.4018,2983800
20130930,434.5462,445.3806,432.5338,432.9173,3363460
20131007,434.3669,435.3632,419.9160,432.1054,3835340
20131014,503.8166,505.8340,431.0792,431.7119,8297320
20131021,505.7045,518.3421,496.0357,503.8415,5067900
20131028,511.6024,518.8154,504.6036,505.7045,2814860
20131104,506.1180,514.2574,501.9386,513.8240,2490580
20131111,514.8502,517.9337,500.6235,502.8701,2550680
20131118,514.0183,522.4119,508.2749,515.9411,2489600
20131125,527.8166,532.0059,515.5775,516.6435,3119375
20131202,532.9374,533.0022,522.5513,529.7693,2731460
20131209,528.4144,544.1155,526.9698,533.4953,3535980
20131216,548.2550,548.5290,527.5427,530.0134,4125460
20131223,557.1118,558.0483,550.4966,551.8515,2691600
20131230,550.4368,558.4070,550.4020,558.0782,3052350
20140106,562.9798,571.5178,551.1541,554.4269,4333040
20140113,573.1168,578.1479,556.4991,561.1317,4511520
20140121,559.8167,581.7644,559.4032,578.2974,4713925
20140127,588.2800,591.0546,539.1143,560.9474,7869840
20140203,586.5215,588.6536,561.9039,587.3983,5764720
20140210,599.1542,599.9462,582.3273,583.7121,3911920
20140218,599.6474,604.1704,596.5141,598.4618,3902300
20140224,605.5552,612.1455,600.2999,600.4294,3480440
20140303,605.1268,611.2040,593.8441,601.1218,3047680
20140310,584.2103,606.5465,584.0757,605.5751,3826740
20140317,589.3111,603.7321,586.8553,587.4232,4208900
20140324,558.4568,590.2377,551.4061,589.8840,3233740
20140331,541.6529,603.1740,541.5133,565.3379,2326840
20140407,529.1472,563.8220,525.0884,539.2595,3769040
20140414,534.6321,555.4749,517.0405,536.7763,4533175
20140421,514.7667,535.7591,514.0088,534.6321,2193540
20140428,526.4846,532.5379,501.4233,515.7640,2275920
20140505,517.3098,527.4519,501.9220,523.3831,2079620
20140512,519.2045,534.6022,514.0287,522.0767,1589420
20140519,551.1867,552.1241,516.1659,518.2771,1561300
20140527,558.3571,566.2853,552.8322,554.4777,1720325
20140602,554.8068,559.3643,537.2749,559.1648,1708760
20140609,550.2493,562.0569,544.0663,555.6245,1319640
20140616,554.8367,556.0533,537.8533,547.7562,2370760
20140623,575.6595,580.8553,552.7325,553.6300,1938400
20140630,583.1290,583.8371,573.1763,577.0756,1133000
20140707,577.5942,584.8243,563.4630,582.1617,1413840
20140714,593.4507,595.1660,567.0532,581.0048,2380940
20140721,587.4073,598.0082,583.6306,590.1298,1392360
20140728,564.5201,590.8777,561.3089,586.4599,1482180
20140804,567.2127,573.7747,558.4667,567.4820,1383680
20140811,571.9099,577.7936,559.3443,568.4294,1340080
20140818,580.9650,585.7319,574.4229,574.5326,1000640
20140825,570.0350,583.3983,565.5164,583.1190,1416180
20140902,584.4753,584.9440,569.6261,570.2843,1470975
20140908,574.0439,590.1497,572.8871,584.9939,1303620
20140915,594.4479,594.8469,566.6542,571.3713,1990340
20140922,575.5199,592.3228,572.6079,592.1942,1651700
20140929,573.7049,578.2624,561.7776,570.1846,1333920
20141006,542.9992,579.4092,542.5604,577.2153,2144680
20141013,509.7704,547.9955,507.1377,543.4978,3554240
20141020,538.3021,545.7217,506.7088,508.0551,2436960
20141027,557.5493,558.0379,535.5596,535.5596,1543460
20141103,539.5287,556.3725,537.1951,553.9791,1525100
20141110,542.9094,550.4288,539.5387,539.9775,1171700
20141117,536.0283,542.3011,528.6287,542.0917,1773660
20141124,540.3465,542.4906,534.1535,536.1779,1541850
20141201,523.8218,539.9276,522.8445,537.4245,1775500
20141208,517.2399,534.8615,517.2399,525.6867,1903620
20141215,514.9362,521.6678,487.6611,521.3088,3255520
20141222,532.5678,533.0964,514.6670,514.6670,1666925
20141229,523.3731,534.0139,522.6650,530.7328,1492600
20150105,494.8115,522.8944,489.6556,521.8273,2489900
20150112,506.6889,506.7986,486.2251,493.5849,2385320
20150120,538.4716,540.6855,504.6305,509.6009,2364825
20150126,533.0565,538.3918,499.8277,537.0555,2984820
20150202,529.5461,535.7291,517.1302,530.2741,2033040
20150209,547.5068,548.4044,524.5798,526.5543,1583140
20150217,537.4744,548.4941,534.3330,545.3328,1375800
20150223,556.8711,563.1638,526.8036,534.5823,1802060
20150302,566.1307,576.3277,557.2202,558.9953,1751960
20150309,545.8215,568.7086,542.7299,565.3079,1553640
20150316,558.8257,560.1820,544.5051,549.4415,1878980
20150323,546.8387,573.0168,546.6292,558.8956,1969840
20150330,534.0637,553.1912,532.3853,550.1097,1638700
20150406,538.5314,542.3610,528.1201,530.7628,1354580
20150413,522.6152,542.5704,519.5835,536.9359,2003960
20150420,563.5129,569.5762,523.0639,524.1609,2846940
20150427,537.9000,565.9500,532.1000,563.3900,1887640
20150504,538.2200,544.0700,521.0850,538.5300,1466400
20150511,533.8500,541.9800,525.2600,538.3700,1433400
20150518,540.1100,544.1900,528.8500,532.0100,1608000
20150526,532.1100,540.6100,529.8800,538.1200,1889675
20150601,533.3300,543.5000,529.7600,536.7900,1658860
20150608,532.3300,538.9800,523.0100,533.3100,1392840
20150615,536.6900,538.2500,524.0000,528.0000,1545060
20150622,531.6900,543.7400,531.3500,539.5900,1435840
20150629,523.4000,528.6100,518.2300,525.0100,1837975
20150706,530.1300,532.5600,515.1800,519.5000,1594100
20150713,672.9300,674.4680,532.4000,532.8800,4633680
20150720,623.5600,678.6400,622.5200,659.2400,3964440
20150727,625.6100,635.2200,620.5000,621.0000,1831620
20150803,635.3000,647.8600,625.3400,625.3400,1621240
20150810,657.1200,674.9000,631.2490,639.4800,2531580
20150817,612.4800,667.0000,612.3300,656.8000,2351980
20150824,630.3800,643.5900,565.0500,573.0000,3802840
20150831,600.7000,635.8000,594.1000,627.5400,2460600
20150908,625.7700,626.5200,604.1200,612.4900,1815100
20150914,629.2500,650.9000,619.4300,625.7000,2496260
20150921,611.9700,636.4900,611.0000,634.4000,2047280
20150928,626.9100,627.3400,589.3800,610.3400,2480600
20151005,643.6100,650.6090,625.5600,632.0000,1978680
20151012,662.2000,664.9700,639.0100,642.0900,1599040
20151019,702.0000,730.0000,641.7300,661.1800,3296660
20151026,710.8100,719.1500,701.2600,701.5500,2101220
20151102,733.7600,739.4800,705.8500,711.0600,1706320
20151109,717.0000,741.0000,716.7300,730.2000,1791380
20151116,756.6000,757.9200,711.3300,715.6000,1728100
20151123,750.2600,762.7080,737.6300,757.4500,1427050
20151130,766.8100,775.9550,741.2700,748.8100,2362100
20151207,738.8700,768.7300,736.7500,767.7700,2110220
20151214,739.3100,762.6800,724.1700,741.7900,2354820
20151221,748.4000,754.8500,740.0000,746.1300,1246050
20151228,758.8800,779.9800,749.5200,752.9200,1515800
20160104,714.4700,752.0000,713.0000,743.0000,2517020
20160111,694.4500,734.7400,685.3700,716.6100,2487000
20160119,725.2500,728.1300,673.2600,703.3000,2534275
20160125,742.9500,744.9900,694.3900,723.5800,2277660
20160201,683.5700,789.8700,680.1500,750.4600,5586540
20160208,682.4000,701.3100,663.0600,667.8500,3131940
20160216,700.9100,712.3500,685.0500,692.9800,2121275
20160222,705.0700,713.4300,680.7800,707.4500,1961680
20160229,710.8900,720.0000,697.6800,700.3200,2038320
20160307,726.8200,726.9200,685.3400,706.9000,2257440
20160314,737.6000,743.0700,724.5100,726.8100,1981040
20160321,735.3000,745.7200,731.0000,736.5000,1533300
20160328,749.9100,757.8800,728.7600,736.7900,1656600
20160404,739.1500,752.8000,735.3700,750.0600,1212840
20160411,759.0000,761.0000,731.0100,743.0200,1444960
20160418,718.7700,769.9000,713.6100,760.4600,2825620
20160425,693.0100,725.7660,689.0000,716.1000,2631480
20160502,711.1200,711.8600,689.0100,697.6300,1678440
20160509,710.8300,724.4800,709.0000,712.0000,1489440
20160516,709.7400,721.5200,696.8000,709.1300,1716740
20160523,732.6600,733.9360,704.1800,706.5300,1687940
20160531,722.3400,739.7300,720.5600,731.7400,1487800
